DATE,1-Yr,2-Yr,3-Yr,5-Yr,10-Yr
3/1/2018,1.68874433,1.77299649,1.80943648,2.18,1.97024161
4/1/2018,1.84679022,1.85654229,1.86516322,2.24,1.98436343
5/1/2018,1.96778394,1.97104317,1.98055495,2.11,2.09161804
6/1/2018,1.59099529,1.77214047,1.84460983,2.16,2.04590296
7/1/2018,2.12308939,2.04854296,2.02842162,2.24,2.09571821
8/1/2018,2.12845808,2.07587707,2.06484981,2.18,2.14036185
9/1/2018,2.41001454,2.20600214,2.13895918,2.25,2.13615266
10/1/2018,2.21216657,2.13500161,2.11315544,2.20,2.16677604
11/1/2018,2.16701625,2.11248367,2.09609593,2.17,2.15417847
12/1/2018,1.98107002,1.99598892,2.00116176,1.91,2.09134924
1/1/2019,1.8039584,1.84144659,1.85078418,2.00,1.95832446
2/1/2019,1.78943106,1.84015240,1.85525939,2.06,1.97069441
3/1/2019,1.37532429,1.49661857,1.52885041,1.98,1.69207771
4/1/2019,2.0373803,1.83210405,1.74803278,2.05,1.74737586
5/1/2019,2.18513987,1.92982464,1.82964349,1.90,1.80265678
6/1/2019,1.60914045,1.56961619,1.54419276,1.85,1.63705342
7/1/2019,1.74765616,1.64996184,1.60690490,1.96,1.67609847
8/1/2019,1.71433646,1.62190871,1.58176413,1.75,1.65909585
9/1/2019,1.64492794,1.53205520,1.48327893,1.71,1.56044845
10/1/2019,1.72460183,1.60812094,1.56289383,1.64,1.64198724
11/1/2019,1.69729979,1.60960034,1.57877680,1.72,1.67935282
12/1/2019,1.70378442,1.63171633,1.60765922,1.86,1.71452550
1/1/2020,1.79710932,1.68281369,1.64544221,1.70,1.73467730
2/1/2020,1.64596366,1.54870456,1.51449051,1.49,1.61900368
3/1/2020,0.98707392,1.08291786,1.09480995,1.25,1.26977517
4/1/2020,-0.05035367,0.50532993,0.69723834,1.42,1.15834975
5/1/2020,-0.21879037,0.42402389,0.65015429,1.47,1.16234276
6/1/2020,0.51275711,0.80270935,0.90194941,1.52,1.23186673
7/1/2020,1.57200144,1.35251073,1.27186001,1.70,1.34690049
8/1/2020,1.67677177,1.38970582,1.28799505,1.91,1.34095578
9/1/2020,1.5827644,1.34650100,1.26585860,1.76,1.35099923
10/1/2020,1.39703767,1.24958180,1.20238116,1.81,1.33753773
11/1/2020,1.42002946,1.27841340,1.23592866,1.86,1.37663264
12/1/2020,1.64952129,1.40430401,1.32656194,2.03,1.41717038
1/1/2021,1.4460926,1.28735871,1.24084221,2.05,1.37942385
2/1/2021,1.67548668,1.41831029,1.33820857,1.91,1.42757598
3/1/2021,1.51383809,1.38816905,1.35491656,2.20,1.49740360
4/1/2021,1.75471736,1.55547772,1.49404545,2.25,1.58314707
5/1/2021,1.86820734,1.60378084,1.51928111,2.27,1.57835302
6/1/2021,2.05518859,1.70412347,1.58692280,2.17,1.59628851
7/1/2021,2.07311612,1.72471671,1.61081723,2.24,1.62481074
8/1/2021,2.46241259,1.87371462,1.67437008,2.18,1.58016294
9/1/2021,2.68413713,2.00717467,1.77920278,2.23,1.64278592
10/1/2021,1.85436755,1.61472482,1.54089021,2.13,1.61273952
11/1/2021,2.4798405,1.98741010,1.82461512,2.20,1.75849648
12/1/2021,2.62030861,2.04889372,1.85916906,2.25,1.75897506
1/1/2022,2.24175848,1.89256809,1.78533218,2.06,1.79656350
2/1/2022,2.62741883,2.14411316,1.98968776,2.13,1.92112169
3/1/2022,3.05769883,2.37197211,2.13836818,2.34,1.94721641
4/1/2022,3.39290341,2.67083134,2.43216898,2.46,2.21125412
5/1/2022,3.63465785,2.87671049,2.62660234,2.32,2.37039462
6/1/2022,4.22671337,3.18112765,2.82148012,2.08,2.40126382
7/1/2022,3.3092777,2.67646389,2.45328116,2.33,2.22257318
8/1/2022,3.37713165,2.65936370,2.39323827,2.38,2.09959153
9/1/2022,4.17914969,3.18169492,2.81953276,2.16,2.36598926
10/1/2022,2.89063482,2.59554727,2.47888186,2.37,2.34902740
,,,,0,
,,,,0,
